id,cluster_id,x,y,z
183,B,8.69,10.7,9.14
184,B,12.4,10.5,11.3
185,A,30.3,30.7,29.7
186,B,11.000000000000002,11.8,8.92
187,B,12.1,9.6,9.09
188,A,27.5,29.2,30.5
189,B,11.000000000000002,10.4,8.78
190,B,11.000000000000002,10.2,11.4
191,B,9.47,10.5,9.1
192,B,10.1,9.8,9.8
193,B,10.900000000000002,8.94,8.71
194,B,10.4,9.83,12.9
195,B,8.51,10.0,9.71
196,B,10.3,11.4,9.89
197,B,12.0,10.5,11.3
198,B,10.6,11.8,9.89
199,B,8.34,11.1,9.67
200,A,30.9,29.4,28.0
201,A,29.400000000000002,29.7,29.0
202,B,8.99,10.7,8.33
203,B,10.0,9.18,10.3
204,B,12.0,10.7,11.5
205,B,9.64,10.5,7.77
206,C,36.5,29.0,27.6
207,A,31.0,29.8,30.8
208,A,30.9,28.4,29.2
209,B,11.200000000000001,11.1,10.9
210,B,8.62,11.8,10.5
211,B,9.58,10.1,10.5
212,B,9.62,9.19,11.8
213,B,9.95,9.61,9.870000000000001
214,B,10.800000000000002,11.4,13.5
215,B,10.7,13.0,9.9
216,A,29.6,29.6,29.9
217,A,31.0,32.1,29.5
218,B,10.6,12.1,8.84
219,B,9.65,11.7,8.36
220,B,11.499999999999998,10.3,8.94
221,A,27.7,29.9,28.8
222,B,11.100000000000001,10.5,8.12
223,B,9.78,10.5,8.48
224,A,32.4,29.7,29.1
225,B,12.1,9.95,9.59
226,B,10.2,10.6,12.0
227,B,8.63,11.0,6.36
228,B,9.33,10.0,8.43
229,B,9.62,10.8,12.7
230,A,33.7,28.799999999999997,30.2
231,B,8.73,7.93,9.23
232,B,9.44,10.2,12.1
233,B,11.599999999999998,9.23,11.6
234,A,29.199999999999996,30.2,30.2
235,B,11.399999999999999,10.6,11.6
236,A,29.400000000000002,30.0,29.9
237,B,10.2,9.98,10.0
238,B,9.26,9.54,11.3
239,A,34.6,30.7,29.5
240,A,28.500000000000004,29.3,30.2
241,B,10.2,10.7,9.09
242,B,9.56,9.89,8.83
243,B,12.3,10.9,10.1
244,B,11.200000000000001,9.530000000000001,9.61
245,B,8.53,8.98,9.77
246,B,9.39,11.1,10.1
247,B,9.82,8.68,11.1
248,A,29.400000000000002,29.5,31.6
249,B,14.599999999999998,10.7,9.35
250,B,8.41,9.59,9.96
251,A,32.2,31.0,29.5
252,B,8.92,11.3,11.3
253,B,10.4,12.4,12.0
254,A,30.3,31.7,29.4
255,B,10.3,10.9,10.4
256,A,31.9,28.4,29.9
257,B,10.4,12.1,10.3
258,A,27.9,32.4,29.7
259,C,35.0,29.5,30.6
260,B,8.92,9.1,12.2
261,B,10.5,9.31,10.9
262,B,12.0,11.6,8.44
263,B,12.6,8.43,9.61
264,None,31.9,6.84,8.17
265,A,22.499999999999996,28.7,31.100000000000005
266,B,12.2,11.6,11.4
267,B,10.3,9.75,9.4
268,B,9.38,14.1,8.79
269,B,10.0,9.95,9.68
270,B,9.4,11.9,8.88
271,B,12.2,12.0,11.0
272,B,10.1,9.1,8.33
273,B,10.7,8.94,11.0
274,B,9.33,11.7,9.78
275,A,30.8,31.0,29.1
276,A,28.0,29.4,30.4
277,B,15.0,9.4,8.890000000000002
278,B,12.2,10.4,11.5
279,None,37.4,28.4,14.2
280,B,10.900000000000002,10.6,11.4
281,B,8.73,9.38,11.0
282,A,31.3,29.4,31.9
283,B,10.4,12.0,8.74
284,B,10.900000000000002,8.56,10.7
285,B,11.499999999999998,9.76,10.1
286,A,25.3,30.3,32.2
287,B,10.0,9.7,9.64
288,A,28.4,30.4,29.0
289,B,11.200000000000001,10.0,10.7
290,B,12.7,9.44,10.4
291,B,9.95,9.38,10.5
292,B,10.6,10.8,8.15
293,B,12.1,9.4,10.4
294,B,12.9,8.82,12.0
295,C,34.7,28.5,28.5
296,A,34.1,29.9,29.5
297,A,29.899999999999995,28.0,31.4
298,B,10.800000000000002,10.2,8.87
299,B,10.5,14.1,8.77
300,B,8.15,9.94,10.1
301,A,30.7,29.5,29.7
302,A,29.3,30.6,29.7
303,B,9.15,8.86,12.3
304,B,8.79,9.18,10.2
305,B,11.200000000000001,10.1,9.96
306,A,29.8,30.0,29.2
307,B,9.83,10.4,13.7
308,A,30.3,28.2,30.8
309,A,29.3,30.9,30.3
310,A,32.5,29.1,30.1
311,A,32.1,28.9,29.2
312,B,12.2,11.0,10.4
313,A,28.0,31.0,29.4
314,B,9.82,10.5,11.5
315,B,10.800000000000002,11.200000000000001,9.84
316,A,35.1,29.3,29.9
317,A,27.0,30.8,29.8
318,B,10.0,9.85,11.4
319,B,10.1,9.66,10.2
320,B,9.54,13.8,10.0
321,A,31.9,30.099999999999998,30.7
322,C,34.0,30.4,29.9
323,B,9.08,12.6,10.3
324,B,11.699999999999998,9.74,10.7
325,A,29.3,29.7,29.4
326,B,10.3,10.9,10.8
327,B,13.0,8.61,11.0
328,B,11.3,9.11,10.599999999999998
329,A,28.799999999999997,29.6,30.1
330,B,11.100000000000001,10.9,13.7
331,None,7.93,9.42,13.1
332,A,29.199999999999996,30.4,29.2
333,A,30.6,29.9,28.3
334,A,34.0,30.099999999999998,28.9
335,B,12.4,12.4,9.21
336,A,27.5,30.2,31.0
337,None,12.2,6.58,11.0
338,B,11.200000000000001,11.7,10.8
339,B,9.52,9.300000000000002,9.8
340,B,8.91,9.95,9.94
341,B,9.43,9.34,12.3
342,B,9.51,10.2,9.379999999999999
343,B,10.3,10.3,8.97
344,C,36.0,29.6,29.8
345,B,11.499999999999998,8.92,10.5
346,B,12.0,13.099999999999998,10.5
347,B,8.15,11.5,10.4
348,B,10.1,9.530000000000001,11.4
349,B,11.499999999999998,9.69,9.56
350,A,26.8,32.3,30.9
351,B,10.900000000000002,11.0,10.599999999999998
352,B,12.4,8.78,10.5
353,A,26.8,30.2,29.8
354,B,12.4,9.32,9.870000000000001
355,A,29.1,30.3,29.6
356,B,8.79,10.5,11.9
357,B,10.6,9.7,11.3
358,B,11.599999999999998,10.9,8.47
359,B,10.800000000000002,9.52,9.78
360,A,27.1,30.9,30.6
361,B,9.67,9.66,11.4
362,B,9.64,11.6,8.95
363,B,8.67,13.4,10.2
364,B,9.86,9.42,11.1
365,A,28.500000000000004,30.2,30.2
366,B,10.1,8.75,13.9
367,B,9.22,10.4,11.4
368,B,9.97,9.59,12.1
369,B,8.88,9.93,8.25
370,None,11.699999999999998,30.2,15.6
371,None,8.83,7.8,12.3
372,B,9.46,9.69,11.4
373,B,11.599999999999998,9.0,8.810000000000002
374,B,8.69,10.7,8.75
375,B,11.499999999999998,12.9,10.3
376,A,27.2,30.099999999999998,31.5
377,B,9.17,10.6,8.62
378,B,10.2,9.6,8.370000000000001
379,B,8.96,9.92,10.1
380,B,8.44,9.59,11.8
381,B,11.200000000000001,9.08,10.8
382,C,37.2,28.9,31.3
383,A,26.6,29.1,30.6
384,B,9.83,12.1,8.41
385,B,10.6,11.4,10.7
386,B,10.800000000000002,11.3,10.8
387,B,8.92,11.7,11.9
388,A,25.0,28.9,31.2
389,B,9.82,9.7,11.4
390,B,8.86,8.74,11.0
391,A,27.5,31.5,31.4
392,B,9.75,10.8,9.11
393,B,9.8,10.1,12.7
394,B,10.5,11.6,10.1
395,B,10.3,13.099999999999998,10.7
396,A,21.3,29.5,30.9
397,B,9.92,11.200000000000001,11.0
398,None,24.5,29.7,28.5
399,C,35.0,30.7,29.2
400,A,31.9,28.1,29.7
401,B,8.71,10.6,9.99
402,B,11.3,9.59,9.11
403,A,26.9,30.3,29.7
404,B,10.3,9.34,11.6
405,C,34.8,30.0,30.6
406,A,30.7,29.3,30.2
407,A,28.2,29.8,29.6
408,None,26.1,30.5,28.7
409,B,11.3,12.4,9.2
410,B,9.78,7.91,11.3
411,B,9.85,10.8,12.4
412,B,11.000000000000002,9.68,13.0
413,B,11.9,10.3,9.379999999999999
414,A,29.1,31.8,30.3
415,A,29.899999999999995,30.7,30.2
416,B,8.78,12.6,10.599999999999998
417,A,31.7,29.4,29.4
418,A,27.1,29.5,29.5
419,B,13.4,11.5,8.99
420,B,11.3,11.4,10.8
421,A,29.1,29.1,30.2
422,B,10.3,10.6,12.0
423,C,36.2,28.799999999999997,30.5
424,B,9.67,9.75,11.2
425,B,10.1,9.49,8.93
426,B,9.1,9.5,10.2
427,B,11.8,7.88,9.52
428,A,27.9,30.099999999999998,29.2
429,B,12.7,9.95,10.2
430,B,9.96,9.17,11.6
431,B,8.37,10.7,12.7
432,B,10.5,13.099999999999998,10.2
433,None,9.74,9.83,13.0
434,A,29.1,29.6,30.6
435,A,31.1,29.7,30.0
436,A,27.7,29.4,30.1
437,B,10.900000000000002,10.4,10.599999999999998
438,B,10.3,9.810000000000002,9.22
439,A,32.4,30.8,29.6
440,B,10.5,10.0,12.0
441,A,24.4,29.0,30.4
442,A,30.7,30.5,28.1
443,A,26.8,29.5,32.0
444,B,9.4,9.29,12.4
445,A,32.5,30.2,29.4
446,B,11.499999999999998,11.6,11.9
447,B,9.75,11.4,11.6
448,B,10.3,9.12,11.1
449,B,12.5,9.9,9.7
450,A,24.4,30.6,31.0
451,B,9.78,11.8,11.6
452,B,13.1,9.98,9.55
453,B,11.100000000000001,9.21,10.3
454,B,10.1,10.7,10.9
455,C,33.1,28.7,28.9
456,C,33.9,31.6,31.8
457,B,9.44,12.4,11.9
458,None,10.1,10.5,13.8
459,None,25.0,28.799999999999997,29.6
460,A,28.799999999999997,27.9,31.2
461,B,12.7,9.56,9.45
462,B,9.77,10.6,11.8
463,None,12.1,23.3,17.9
464,B,10.0,9.160000000000002,11.8
465,B,9.9,8.73,9.54
466,B,9.06,9.77,12.0
467,B,9.94,11.200000000000001,9.52
468,B,9.69,10.7,11.1
469,B,9.97,8.55,10.2
470,B,7.72,9.74,9.39
471,B,8.37,10.1,10.1
472,B,10.800000000000002,9.15,12.1
473,None,35.6,15.8,18.6
474,B,10.4,12.0,9.44
475,B,9.7,10.7,11.7
476,A,28.100000000000005,29.6,29.3
477,B,9.38,10.5,11.6
478,B,8.83,12.0,11.7
479,None,25.9,14.5,28.3
480,A,29.6,29.5,29.6
481,B,10.800000000000002,8.23,10.8
482,A,29.199999999999996,30.0,31.2
483,B,10.4,11.0,11.2
484,B,10.5,9.43,8.86
485,B,8.83,10.6,9.4
486,B,11.399999999999999,9.45,8.84
487,B,11.399999999999999,9.26,9.39
488,B,8.33,10.1,10.7
489,B,11.200000000000001,10.1,10.2
490,B,10.800000000000002,10.8,10.4
491,A,30.5,29.4,30.5
492,B,11.100000000000001,11.4,12.2
493,B,11.9,10.7,12.0
494,A,26.6,28.799999999999997,29.5
495,C,32.8,31.4,29.9
496,B,12.5,9.9,9.23
497,B,10.2,9.58,9.89
498,A,29.499999999999996,28.6,31.3
499,None,20.5,29.2,28.3
500,B,11.399999999999999,12.7,8.54
501,B,9.16,11.1,10.4
502,A,26.7,30.3,32.3
503,B,10.0,10.6,12.0
504,A,29.1,29.6,31.0
505,B,11.599999999999998,9.74,10.3
506,C,35.2,29.8,29.8
507,B,10.4,8.89,9.9
508,A,29.499999999999996,30.2,31.2
509,B,9.38,12.4,11.7
510,A,31.1,30.5,30.3
511,B,12.1,9.4,10.599999999999998
512,B,9.93,13.7,9.62
513,B,10.3,10.1,10.1
514,B,9.21,10.8,10.599999999999998
515,B,10.0,11.3,13.0
516,B,9.59,11.5,10.2
517,B,11.399999999999999,11.200000000000001,11.2
518,B,11.599999999999998,12.8,10.0
519,B,12.8,8.650000000000002,11.2
520,B,10.0,9.88,11.2
521,A,30.6,27.0,30.6
522,B,7.709999999999999,10.1,12.3
523,B,8.79,11.3,10.3
524,B,9.05,10.1,9.72
525,B,10.6,12.0,10.8
526,C,35.1,29.2,31.4
527,B,9.07,8.81,10.3
528,B,12.5,11.5,11.6
529,B,11.000000000000002,8.95,10.4
530,A,31.4,29.2,29.9
531,B,8.02,12.1,11.3
532,B,10.1,8.42,9.93
533,B,7.79,10.7,9.24
534,B,10.1,9.04,10.8
535,B,10.7,12.8,11.0
536,B,9.07,9.21,12.4
537,B,9.74,9.57,13.0
538,B,8.13,10.7,11.1
539,B,11.100000000000001,9.99,8.7
540,B,9.75,12.0,10.9
541,B,8.94,11.0,11.8
542,B,9.53,10.5,9.68
543,A,25.4,29.6,30.8
544,B,10.800000000000002,11.4,9.96
545,B,8.77,9.63,13.4
546,B,10.3,10.4,10.2
547,A,28.900000000000002,29.0,29.9
548,B,10.3,10.5,10.1
549,B,10.3,10.3,9.13
550,B,10.2,12.5,8.28
551,C,35.2,30.099999999999998,30.7
552,B,11.499999999999998,10.6,9.8
553,B,13.1,9.24,11.3
554,B,14.1,9.36,9.950000000000001
555,B,13.0,10.8,8.99
556,B,11.100000000000001,9.82,12.1
557,A,30.4,28.7,30.4
558,B,10.2,11.4,9.69
559,B,10.4,10.1,11.1
560,B,9.82,9.47,10.3
561,A,28.599999999999998,27.9,28.2
562,A,29.400000000000002,31.0,30.4
563,B,10.4,8.91,10.0
564,B,10.7,10.2,8.84
565,C,35.2,30.0,28.7
566,A,28.0,30.5,30.6
567,B,11.599999999999998,10.6,11.7
568,B,9.71,13.2,9.85
569,B,12.9,10.8,10.1
570,B,10.1,10.2,9.85
571,B,8.79,10.6,11.6
572,B,9.31,10.3,9.59
573,B,10.3,7.85,12.2
574,A,29.699999999999996,31.1,29.2
575,B,9.72,10.1,11.7
576,B,11.9,10.9,7.64
577,B,9.96,11.0,9.35
578,B,8.28,12.9,11.6
579,B,7.63,10.1,9.65
580,A,27.1,27.9,30.1
581,B,12.2,11.4,9.93
582,B,9.5,9.2,10.1
583,B,10.7,9.91,9.76
584,A,28.300000000000004,30.6,29.7
585,B,8.71,8.73,8.96
586,B,11.399999999999999,8.99,9.31
587,B,9.68,9.8,10.7
588,B,9.51,11.7,8.99
589,C,34.5,30.5,31.2
590,C,34.6,29.8,28.7
591,B,9.64,9.37,9.7
592,B,8.94,8.55,11.7
593,B,9.93,11.1,11.0
594,A,30.4,32.0,32.9
595,B,8.97,8.56,9.02
596,B,11.699999999999998,10.1,9.51
597,B,9.38,8.14,8.87
598,A,27.3,29.3,29.7
599,B,10.800000000000002,12.4,11.1
600,B,9.33,10.6,11.3
601,B,9.39,8.82,9.72
602,B,9.31,11.200000000000001,12.3
603,B,11.9,10.5,10.4
604,B,11.699999999999998,9.95,8.58
605,B,11.000000000000002,10.6,11.6
606,B,11.499999999999998,10.3,12.6
607,B,12.3,9.46,9.379999999999999
608,C,35.2,31.4,30.0
609,B,9.91,11.1,8.88
610,A,30.2,30.6,29.5
611,B,8.95,11.8,10.0
612,B,9.45,10.7,10.8
613,B,9.98,12.5,11.2
614,A,28.799999999999997,30.099999999999998,28.6
615,B,11.399999999999999,10.8,11.2
616,A,30.3,30.8,29.2
617,B,9.91,11.8,11.9
618,B,10.0,10.9,10.4
619,A,29.1,30.099999999999998,29.2
620,B,10.1,11.7,10.7
621,B,9.96,12.5,9.5
622,B,13.800000000000002,11.1,9.47
623,A,31.8,31.8,31.9
624,B,11.9,11.0,10.599999999999998
625,B,9.48,8.72,10.8
626,B,9.03,10.7,9.29
627,B,7.01,10.5,10.9
628,A,30.7,27.7,31.100000000000005
629,A,30.7,30.7,30.1
630,B,10.3,9.04,9.33
631,B,10.3,10.7,13.4
632,B,11.3,9.92,9.81
633,B,11.599999999999998,9.85,10.9
634,B,13.0,8.94,9.82
635,B,12.6,9.810000000000002,10.1
636,B,10.2,8.36,9.55
637,A,29.699999999999996,30.5,29.5
638,B,11.8,9.97,8.47
639,B,8.96,12.8,9.42
640,B,9.16,10.1,11.9
641,B,10.5,10.9,10.599999999999998
642,B,12.5,9.61,11.2
643,B,10.2,9.23,12.4
644,B,12.3,10.3,9.66
645,B,9.58,10.9,10.1
646,B,11.499999999999998,9.74,9.58
647,B,12.7,11.5,11.8
648,B,12.3,11.200000000000001,11.6
649,B,9.73,9.78,8.67
650,B,9.29,11.1,10.7
651,A,32.2,29.7,30.0
652,B,10.7,9.27,10.4
653,B,12.3,8.96,10.3
654,A,28.900000000000002,28.6,30.7
655,B,9.77,10.1,11.5
656,B,9.38,9.79,10.3
657,B,13.5,9.55,9.22
658,A,23.9,28.5,29.5
659,A,29.8,28.1,28.1
660,B,11.200000000000001,9.23,10.3
661,A,27.7,30.099999999999998,28.9
662,A,30.0,30.5,30.8
663,B,9.99,9.22,10.1
664,B,10.7,10.8,12.4
665,B,10.800000000000002,7.72,11.1
666,C,33.2,29.4,29.9
667,B,10.4,11.5,10.1
668,B,10.4,12.7,9.14
669,B,9.45,9.160000000000002,10.9
670,A,25.6,30.3,30.4
671,B,10.5,8.39,11.7
672,B,10.7,13.3,10.4
673,B,10.0,10.6,12.7
674,B,9.77,10.9,8.09
675,B,10.3,12.8,10.2
676,B,10.7,9.99,11.3
677,B,12.3,10.3,11.0
678,B,10.7,9.86,11.3
679,B,11.399999999999999,10.2,9.01
680,B,12.8,10.1,11.2
681,A,26.0,31.3,32.6
682,B,12.6,10.6,8.85
683,B,10.7,10.9,9.12
684,A,31.3,28.6,30.5
685,B,9.82,10.9,9.61
686,B,11.599999999999998,11.7,10.8
687,None,28.999999999999996,13.5,23.3
688,B,9.17,10.5,9.93
689,B,7.55,11.4,10.5
690,A,27.600000000000005,30.7,30.7
691,B,9.17,10.1,11.1
692,B,9.96,9.4,11.5
693,B,11.3,7.68,9.67
694,B,10.3,11.0,8.95
695,A,29.8,29.1,29.9
696,A,29.8,30.099999999999998,28.8
697,B,10.5,9.96,11.7
698,B,10.1,9.52,10.4
699,B,8.11,12.5,9.05
700,B,9.57,9.08,8.98
701,C,35.1,29.6,28.9
702,B,8.52,9.39,10.3
703,B,11.399999999999999,10.8,10.4
704,B,10.5,8.5,10.7
705,B,11.200000000000001,11.4,10.9
706,B,12.1,9.96,9.55
707,A,30.1,30.3,28.6
708,B,10.3,8.44,12.2
709,B,11.000000000000002,10.6,9.19
710,B,11.599999999999998,13.3,10.7
711,A,24.5,30.3,28.3
712,B,8.0,8.55,9.0
713,B,9.84,11.3,11.0
714,B,10.6,10.2,10.3
715,A,27.4,30.4,29.3
716,A,26.8,29.2,31.0
717,B,11.000000000000002,10.5,12.8
718,B,10.5,11.3,10.5
719,B,9.29,11.200000000000001,9.29
720,B,12.6,10.2,7.99
721,B,7.809999999999999,11.0,8.51
722,B,10.5,9.84,10.5
723,A,30.9,31.2,29.8
724,B,11.399999999999999,8.96,8.42
725,A,32.3,31.0,29.1
726,B,11.599999999999998,13.0,10.4
727,B,10.3,9.06,9.05
728,B,10.6,11.8,10.1
729,A,26.8,29.3,29.9
730,B,9.76,9.98,9.81
731,B,7.79,10.5,10.8
732,B,10.3,11.200000000000001,12.9
733,A,29.699999999999996,30.4,31.3
734,C,34.8,29.2,30.1
735,B,10.7,8.85,9.88
736,B,9.57,10.3,9.5
737,A,31.4,29.6,29.5
738,B,10.5,11.6,9.98
739,B,11.599999999999998,10.6,11.1
740,None,28.300000000000004,9.65,24.3
741,A,30.7,29.6,28.9
742,B,9.65,12.0,8.890000000000002
743,A,27.3,29.1,29.7
744,B,10.800000000000002,11.0,11.3
745,B,9.71,9.670000000000002,8.5
746,B,9.55,10.1,10.3
747,B,10.2,13.3,8.7
748,B,9.52,8.5,12.6
749,A,28.300000000000004,30.3,29.4
750,C,34.3,30.7,28.9
751,B,9.47,10.7,11.4
752,B,9.33,9.64,9.85
753,C,32.8,29.7,29.0
754,A,30.7,30.099999999999998,29.8
755,B,11.200000000000001,9.94,9.45
756,B,10.2,9.1,11.3
757,B,10.5,12.5,10.7
758,B,9.92,10.2,12.2
759,B,10.1,8.49,11.2
760,B,11.3,12.1,10.5
761,B,11.3,12.4,11.0
762,B,10.2,9.7,10.2
763,B,8.62,11.0,9.24
764,B,10.4,12.4,10.1
765,A,31.6,29.6,29.6
766,A,26.9,30.8,29.5
767,B,9.89,9.69,12.8
768,A,27.600000000000005,30.4,28.9
769,B,9.28,11.7,10.2
770,C,33.4,27.9,30.7
771,A,27.3,30.0,28.5
772,A,28.900000000000002,30.9,29.9
773,B,10.2,10.2,8.94
774,A,26.7,31.6,29.4
775,B,11.9,8.54,7.8
776,A,25.0,28.5,31.5
777,B,11.499999999999998,12.5,10.8
778,B,11.499999999999998,10.4,9.81
779,None,7.039999999999999,7.35,19.7
780,B,9.14,8.33,12.4
781,None,28.300000000000004,10.8,14.4
782,B,10.2,9.57,11.0
783,A,29.400000000000002,28.7,30.3
784,A,30.4,30.4,29.2
785,B,11.699999999999998,9.82,10.3
786,B,11.100000000000001,11.1,8.39
787,A,31.3,31.0,29.8
788,B,9.84,11.6,11.1
789,C,32.6,28.7,31.2
790,B,10.5,11.4,12.1
791,C,34.0,29.6,29.9
792,B,8.04,11.3,12.1
793,B,11.100000000000001,10.0,12.8
794,A,28.300000000000004,29.9,28.9
795,B,12.8,11.6,8.96
796,B,8.77,12.3,11.0
797,B,8.25,9.55,9.89
798,B,11.000000000000002,12.2,9.76
799,B,9.41,13.099999999999998,8.62
800,None,7.34,19.3,31.7
801,B,10.900000000000002,11.9,9.96
802,B,8.07,12.9,11.0
803,B,8.79,10.1,7.85
804,A,28.500000000000004,28.1,29.3
805,A,30.3,32.8,29.7
806,B,11.399999999999999,12.3,9.27
807,B,12.8,9.48,11.7
808,A,27.2,30.0,29.2
809,A,28.2,30.8,28.6
810,A,31.4,29.2,31.2
811,B,10.1,10.5,11.1
812,None,34.8,7.15,31.0
813,B,9.36,9.74,9.59
