x,y,z,PopName
18.4,6.1,8.5,J
9.8,11.0,14.6,C
17.7,13.0,10.1,J
10.8,8.7,17.8,C
13.8,11.1,10.0,D
36.0,28.4,31.7,F
8.8,9.6,9.2,B
8.9,10.7,10.4,B
19.0,5.6,10.7,J
11.3,11.5,9.0,B
14.0,9.9,12.9,D
13.0,12.3,17.6,H
14.0,9.5,9.4,D
8.1,11.0,18.5,H
11.0,10.3,8.9,B
10.2,11.0,8.5,B
18.1,29.8,29.7,G
34.8,28.2,29.5,F
5.5,11.3,16.8,H
10.3,9.9,10.4,B
36.9,29.2,29.2,F
11.2,9.7,9.6,B
1.4,2.8,29.8,Noise
9.8,10.1,10.3,B
6.7,12.8,17.4,H
11.9,9.9,16.1,C
11.8,10.4,10.0,B
21.7,31.1,29.3,G
19.9,4.7,9.6,J
33.6,30.1,31.7,F
22.9,30.1,28.0,G
5.4,12.5,18.4,H
9.7,17.0,9.5,E
16.7,11.6,10.3,J
23.6,30.4,29.8,G
9.5,11.4,10.2,B
11.7,13.6,9.8,E
9.9,9.6,11.9,C
10.2,11.1,9.0,B
36.0,29.0,30.0,F
20.0,31.1,30.9,G
10.0,13.8,9.3,E
8.4,11.8,15.3,C
33.6,30.0,31.3,F
9.3,10.6,9.0,B
33.4,30.0,30.3,F
36.8,30.6,30.3,F
10.6,9.9,8.8,B
10.6,9.8,13.6,C
10.5,9.0,9.0,B
5.1,10.5,17.7,H
9.5,15.9,6.9,I
3.8,8.4,19.9,H
8.7,14.8,10.4,E
10.2,9.9,8.7,B
10.6,11.6,9.9,B
8.1,16.6,9.1,I
13.2,8.8,10.8,D
21.6,29.7,30.8,G
10.0,13.2,10.2,E
35.6,30.1,30.6,F
23.7,30.6,30.9,G
11.5,17.1,9.7,E
11.8,19.2,8.5,I
17.7,7.1,9.7,J
9.6,9.3,10.7,B
10.8,9.3,9.8,B
9.0,7.1,14.7,C
35.0,31.3,29.2,F
10.0,10.1,10.7,B
17.6,9.3,9.1,J
31.9,30.5,31.4,F
17.6,3.4,9.2,J
10.0,8.8,11.5,B
10.0,9.4,14.2,C
8.1,11.3,11.7,B
10.6,7.9,9.8,B
35.3,31.0,30.1,F
9.4,9.7,9.0,B
5.7,10.5,17.4,H
8.7,11.3,8.6,B
8.1,10.9,9.7,B
5.3,13.9,9.8,Noise
12.7,9.9,10.0,D
10.8,10.5,9.7,B
9.6,10.6,15.0,C
22.0,30.1,31.9,G
8.7,11.6,10.3,B
9.3,7.1,13.9,C
10.0,7.0,9.6,B
10.9,10.1,11.2,B
12.6,8.4,9.6,D
6.9,10.8,18.6,H
18.7,7.8,10.4,J
10.5,10.9,9.2,B
10.1,9.2,10.5,B
18.4,30.3,30.0,G
19.7,28.0,32.0,G
18.0,9.7,9.7,D
21.3,29.0,31.4,G
17.0,5.5,10.4,J
12.0,8.2,11.7,D
8.6,9.8,9.5,B
21.1,30.7,30.2,G
10.3,9.8,14.8,C
9.7,9.4,16.3,H
10.7,10.0,9.7,B
10.2,9.9,8.5,B
10.0,11.2,8.2,B
15.5,3.2,9.5,J
14.7,10.6,12.6,D
12.1,18.0,8.9,I
9.3,18.5,10.1,I
35.9,31.3,28.9,F
18.5,7.5,8.8,J
10.8,10.1,16.6,C
10.5,11.7,10.5,B
20.1,29.3,31.5,G
8.7,9.6,10.1,B
20.9,30.3,29.5,G
8.7,10.3,15.8,C
10.1,12.1,9.4,B
36.1,31.0,28.8,F
9.9,9.0,14.2,C
37.1,30.0,28.2,F
10.7,10.6,16.2,C
8.5,8.8,11.1,B
8.5,9.8,18.0,H
9.7,10.0,12.3,C
16.0,9.2,9.8,D
6.6,9.4,20.0,H
10.7,10.4,10.0,B
18.2,6.7,9.2,J
10.3,17.4,2.9,I
13.8,11.7,9.3,D
9.3,10.2,9.6,B
21.6,30.9,29.4,G
10.3,9.6,9.1,B
8.0,18.1,9.1,I
22.5,30.5,30.1,G
21.4,30.6,28.4,G
10.2,18.0,7.3,I
6.1,9.7,19.9,H
20.3,10.2,9.6,J
10.0,10.9,9.8,B
10.0,9.9,11.8,B
7.6,9.9,8.5,B
10.1,10.8,15.9,C
37.4,31.3,28.4,F
19.8,30.5,30.2,G
34.2,30.2,31.1,F
22.5,28.8,30.7,G
11.2,17.0,9.6,E
11.6,7.1,9.3,B
9.1,14.1,10.6,E
11.2,11.2,9.8,B
7.7,9.8,9.4,B
12.7,9.9,11.5,B
19.8,28.1,32.1,G
9.3,9.4,14.6,C
20.9,31.6,28.1,G
9.8,11.3,7.5,B
5.4,10.3,16.7,H
12.3,9.8,15.0,C
10.7,11.1,17.9,C
10.7,16.7,9.8,E
20.5,29.7,29.4,G
11.3,9.5,11.0,B
17.6,8.9,10.4,D
31.7,29.6,29.5,F
10.1,9.0,9.4,B
9.7,10.4,8.7,B
12.4,10.2,9.9,B
9.6,18.4,5.6,I
25.2,28.7,31.3,G
35.2,29.5,30.9,F
8.6,18.1,6.5,I
20.7,29.6,31.4,G
20.4,29.6,30.7,G
9.8,10.1,9.3,B
7.8,13.4,11.4,E
10.0,16.0,10.1,E
25.3,29.5,1.3,Noise
29.9,4.8,30.9,Noise
10.4,11.1,10.9,B
21.6,29.5,30.6,G
9.2,9.0,9.0,B
20.2,30.4,28.8,G
10.4,18.7,5.8,I
10.7,8.6,12.0,B
9.6,14.4,10.1,E
8.8,10.3,10.0,B
9.8,9.6,9.9,B
10.7,11.5,8.7,B
8.7,11.9,7.9,B
10.4,9.3,9.7,B
10.1,8.6,9.0,B
34.8,31.0,29.3,F
9.9,11.0,9.3,B
34.9,28.3,30.3,F
35.6,29.3,29.3,F
35.1,29.4,31.3,F
8.4,11.8,9.5,B
10.6,11.2,8.4,B
9.5,9.4,8.4,B
4.5,9.3,18.0,H
10.2,11.1,10.8,B
9.1,17.6,4.2,I
22.9,27.7,27.7,G
19.2,8.4,8.9,J
18.1,7.0,10.3,J
32.9,28.5,29.9,F
10.1,10.1,9.1,B
10.2,8.1,18.2,C
11.0,10.9,11.1,B
8.3,9.8,18.6,H
8.2,10.9,16.5,H
20.1,30.7,30.2,G
7.4,17.9,6.0,I
11.4,9.7,12.5,C
35.2,30.6,28.7,F
36.8,30.8,28.8,F
9.3,10.3,9.6,B
9.3,10.0,9.5,B
19.7,29.7,29.8,G
35.7,29.5,30.3,F
17.2,6.3,9.6,J
33.2,28.6,29.9,F
10.8,11.5,11.0,B
11.7,12.1,10.7,E
10.3,9.1,10.4,B
16.9,10.9,8.8,D
10.7,16.9,10.1,E
11.0,10.3,11.4,B
8.9,10.2,9.9,B
17.5,7.0,10.1,J
16.6,28.0,29.4,G
22.2,30.2,30.3,G
11.2,18.7,9.9,I
11.4,11.1,9.1,B
9.0,11.4,8.7,B
36.1,31.1,29.8,F
11.4,11.7,11.2,E
37.5,30.7,28.6,F
40.2,30.8,29.8,F
10.1,10.9,10.2,B
10.7,9.6,10.4,B
8.7,9.8,10.1,B
11.9,10.7,10.0,D
18.9,7.6,11.7,J
11.1,9.7,9.2,B
6.9,10.7,17.1,H
35.2,32.0,30.0,F
9.4,14.1,10.2,E
9.4,10.8,11.1,B
35.8,29.7,31.9,F
22.2,29.9,31.4,G
5.1,9.4,18.0,H
9.4,12.8,10.3,B
10.3,11.5,7.7,B
33.8,32.2,29.8,F
35.5,30.4,28.9,F
10.7,12.0,11.3,B
6.2,8.4,18.4,H
17.7,8.2,10.7,J
10.1,17.4,6.4,I
37.0,30.2,31.1,F
20.9,31.5,32.8,G
10.0,10.4,9.2,B
9.1,11.9,9.4,B
10.8,10.2,13.5,C
37.2,29.7,30.6,F
21.5,31.6,30.4,G
35.9,30.2,30.3,F
9.2,18.2,2.7,I
18.2,31.4,30.3,G
10.1,10.4,9.3,B
11.5,9.7,17.5,C
11.0,11.9,8.9,B
12.2,3.1,7.7,Noise
35.7,28.8,32.8,F
35.2,28.0,31.8,F
32.3,30.1,30.8,F
11.0,10.1,9.3,B
25.3,4.1,5.6,Noise
32.6,28.9,31.6,F
19.2,7.0,10.0,J
19.4,31.5,29.0,G
11.1,10.3,10.1,B
9.4,18.4,13.5,I
9.7,9.9,9.5,B
10.2,17.5,7.7,I
37.7,28.5,28.1,F
22.0,29.0,29.6,G
10.5,14.9,10.0,E
9.6,8.9,9.6,B
9.7,10.3,9.0,B
18.3,5.2,9.0,J
11.9,11.1,13.3,C
35.5,29.5,29.3,F
10.4,11.5,11.6,B
9.5,9.9,11.6,B
16.7,9.6,11.0,D
16.6,5.7,10.9,J
10.2,9.6,9.3,B
20.7,3.5,5.2,Noise
19.2,30.2,29.3,G
9.9,10.5,15.7,C
23.4,30.3,30.8,G
12.3,10.8,9.9,B
8.4,18.0,5.2,I
20.2,31.0,29.2,G
10.6,11.0,10.3,B
17.8,8.6,9.2,J
19.5,31.0,28.7,G
11.5,11.4,10.8,B
18.5,4.3,8.3,J
19.0,8.5,11.3,J
10.7,11.1,8.9,B
10.6,11.4,11.2,B
11.6,10.0,10.4,B
12.0,9.6,9.5,B
5.4,9.9,18.1,H
8.0,9.9,18.5,H
17.7,12.3,10.2,D
14.6,11.2,9.1,D
17.7,10.9,8.1,J
21.2,27.8,29.6,G
9.2,10.5,8.9,B
11.4,11.4,9.8,B
33.1,30.4,30.3,F
2.5,10.8,17.4,H
33.9,29.7,28.5,F
10.7,9.2,10.3,B
10.4,9.9,9.4,B
8.9,8.6,10.9,B
10.1,12.0,9.4,B
11.0,15.0,8.9,E
10.9,10.5,9.6,B
8.7,10.2,16.9,H
11.4,9.3,9.4,D
19.0,3.7,9.9,J
9.7,10.9,19.5,H
16.6,9.1,11.1,D
10.6,9.9,10.8,B
9.7,10.5,10.2,B
10.6,10.1,12.0,B
9.3,9.8,18.4,H
6.2,12.0,17.4,H
17.2,6.0,8.7,J
20.9,29.0,29.7,G
6.0,10.7,15.9,H
9.2,13.8,10.2,E
10.6,9.5,9.7,B
10.3,9.6,9.6,B
17.2,10.8,9.2,D
8.8,16.2,9.3,E
7.9,17.8,8.7,I
10.2,11.8,11.5,B
16.5,11.5,10.1,D
9.3,19.4,6.1,I
35.7,29.7,29.1,F
16.5,11.6,10.6,D
37.0,31.2,29.0,F
10.4,8.8,8.2,B
10.2,17.7,5.9,I
6.6,10.3,18.9,H
8.7,9.9,18.8,H
10.0,10.0,10.2,B
14.1,11.1,10.6,D
33.8,30.5,30.2,F
21.3,30.8,30.4,G
10.2,11.3,17.4,C
9.4,13.8,11.2,E
20.2,29.2,30.9,G
19.0,29.7,30.5,G
14.2,7.9,10.6,D
32.6,29.8,30.7,F
18.3,6.4,9.9,J
10.2,18.6,10.7,I
23.8,29.5,30.1,G
37.1,31.2,30.6,F
30.3,28.1,1.9,Noise
10.8,10.5,9.2,E
9.7,17.5,6.8,I
8.9,11.1,10.0,B
34.3,30.0,30.9,F
10.2,9.8,9.4,B
10.7,9.6,17.4,C
8.2,13.8,11.0,E
9.5,10.2,10.3,B
9.8,10.6,10.4,B
9.6,9.2,9.3,B
9.6,11.6,8.4,B
17.4,6.5,11.4,J
35.3,29.4,30.1,F
18.1,4.5,13.1,J
34.3,29.0,28.9,F
10.0,14.0,7.4,E
9.1,9.7,10.9,B
36.4,31.3,30.3,F
20.7,30.1,30.6,G
33.4,27.9,30.1,F
10.9,10.2,8.3,B
23.0,31.3,29.5,G
23.5,28.8,28.7,G
18.5,0.2,9.0,Noise
15.8,10.4,11.2,D
36.7,29.0,29.0,F
36.7,29.1,30.0,F
9.0,10.5,10.4,B
15.3,11.0,9.6,D
11.4,11.0,15.2,C
33.5,29.5,29.6,F
8.9,19.5,8.4,I
9.2,9.5,18.5,H
31.7,30.4,31.1,F
10.6,18.2,7.5,I
10.5,12.7,11.2,E
9.5,9.9,9.7,B
9.9,10.3,10.1,B
20.0,31.4,31.8,G
10.8,11.2,10.4,B
30.9,29.2,30.8,F
7.5,10.3,18.5,H
9.9,9.8,10.0,B
11.0,11.3,11.1,B
11.1,11.9,9.6,B
9.8,17.2,5.1,I
11.2,9.3,10.7,B
19.2,5.0,10.9,J
10.4,9.0,9.8,B
8.7,10.8,11.5,B
12.3,14.0,9.2,E
19.6,28.9,30.6,G
6.4,6.8,32.3,Noise
3.8,11.4,20.0,H
6.1,10.5,18.3,H
10.4,10.6,17.8,H
11.4,9.8,14.3,C
7.0,11.0,17.6,H
33.6,29.5,31.4,F
10.9,8.5,10.3,B
9.8,11.7,8.8,B
10.1,10.4,9.9,B
20.6,31.1,29.8,G
8.8,8.0,10.7,B
10.6,10.0,10.4,B
19.3,29.7,30.7,G
9.1,11.1,14.0,C
18.9,9.9,9.9,J
9.7,14.8,9.7,E
35.7,29.1,29.3,F
9.6,11.9,10.8,B
12.2,19.1,9.9,I
9.6,18.1,6.7,I
9.2,21.6,9.4,Noise
16.8,10.6,10.0,D
9.4,9.4,9.6,B
33.4,29.5,30.8,F
21.0,30.5,30.3,G
10.5,14.2,8.2,E
38.6,29.1,28.2,F
11.5,9.6,15.2,C
33.3,29.9,31.9,F
14.8,11.1,9.5,D
10.0,9.9,8.6,B
24.6,30.7,31.2,G
18.9,11.4,10.3,J
10.0,13.0,9.0,E
10.2,9.6,11.4,B
34.0,28.8,29.9,F
35.9,29.8,29.5,F
34.6,30.3,30.4,F
20.8,28.9,29.8,G
33.9,30.6,29.5,F
10.4,30.3,31.5,Noise
10.4,17.2,6.6,I
36.3,28.8,30.9,F
32.9,29.8,29.7,F
11.1,18.3,7.9,I
18.0,7.5,11.7,J
9.0,11.5,10.3,B
9.9,10.4,11.5,B
16.1,10.4,17.3,H
12.6,9.5,10.5,D
38.1,30.6,29.1,F
10.1,9.3,14.3,C
11.8,11.3,9.9,B
9.5,8.7,10.6,B
10.2,9.5,12.0,C
9.6,9.8,12.3,B
10.3,8.6,10.0,B
11.0,17.4,4.8,I
36.3,29.0,30.0,F
9.3,12.9,9.2,E
21.5,29.8,32.6,G
11.3,14.8,8.9,E
10.8,11.3,10.4,B
7.7,10.3,17.5,H
35.7,29.8,29.7,F
10.6,16.1,11.8,E
17.0,3.3,10.3,J
10.2,10.8,9.9,B
35.4,30.1,29.3,F
10.3,17.8,10.8,E
7.8,18.2,6.2,I
19.6,31.6,29.6,G
34.0,30.4,29.9,F
11.3,10.7,18.0,C
8.9,10.2,10.0,B
34.8,30.1,31.9,F
6.8,8.5,17.6,H
9.8,13.3,11.3,E
10.9,19.1,3.8,I
10.2,11.4,10.0,B
15.3,10.4,9.3,D
18.5,31.7,31.6,G
10.1,9.7,10.3,B
22.7,30.5,30.3,G
9.7,9.9,12.0,B
19.7,28.4,27.9,G
9.9,9.2,14.6,C
11.4,12.4,14.2,C
10.2,10.3,11.5,B
9.5,6.6,11.9,B
8.4,11.5,17.1,H
9.4,10.4,12.5,C
16.9,5.8,10.7,J
9.6,17.1,8.0,I
9.8,9.6,14.7,C
11.6,11.1,9.3,D
10.1,9.0,9.1,B
9.3,16.4,5.2,I
11.1,9.6,8.8,B
36.7,31.4,31.2,F
10.6,18.4,9.1,I
10.7,16.3,9.4,E
37.1,29.5,32.3,F
21.5,28.4,29.9,G
6.4,9.3,18.7,H
19.4,28.5,30.8,G
21.1,29.6,31.6,G
37.6,29.0,29.9,F
8.9,8.9,9.9,B
8.7,9.7,10.5,B
9.9,9.3,10.2,B
9.7,11.5,11.1,B
9.7,14.2,10.8,E
3.1,9.6,18.8,H
14.6,10.7,11.2,D
16.8,9.6,8.8,D
16.1,9.9,9.9,J
8.6,16.3,8.7,E
10.2,8.0,8.9,B
9.6,10.1,10.3,B
10.9,17.4,4.2,I
33.6,30.0,29.8,F
22.1,29.8,29.4,G
9.4,9.8,15.2,C
24.4,30.7,31.2,G
10.3,9.1,11.5,B
9.4,16.3,10.6,E
10.8,8.9,10.1,B
7.7,8.8,9.7,B
8.6,9.2,10.7,B
37.4,29.2,31.1,F
6.3,10.4,17.5,H
9.1,9.7,10.3,B
36.8,29.3,28.9,F
16.6,13.4,7.8,J
10.3,13.8,9.7,E
21.6,31.2,30.2,G
17.3,9.3,8.5,J
9.7,9.3,9.7,B
10.7,8.7,9.0,B
10.3,10.9,11.0,B
18.4,6.5,10.5,J
36.1,30.2,28.4,F
33.4,31.4,33.2,Noise
10.1,10.1,13.0,C
11.5,11.6,11.4,B
6.1,7.6,18.3,H
16.8,10.3,9.2,D
9.6,9.6,16.8,H
21.8,29.1,28.2,G
7.5,9.4,17.8,H
8.6,9.5,18.9,H
10.7,10.0,10.0,B
18.3,8.4,11.5,J
36.1,29.7,29.1,F
10.9,8.8,13.4,C
10.4,17.0,9.0,I
10.4,9.3,11.6,B
19.0,30.6,30.0,G
10.6,17.4,11.9,I
9.3,11.8,14.3,C
19.2,29.0,30.1,G
37.5,29.5,30.6,F
15.0,9.4,9.2,D
17.4,5.5,10.5,J
9.4,11.6,11.3,B
37.9,28.8,29.1,F
36.6,28.4,30.6,F
32.7,29.8,29.2,F
33.4,30.5,30.6,F
10.2,9.8,9.4,B
35.3,30.4,30.0,F
9.1,14.5,11.3,E
17.4,17.5,1.1,Noise
22.3,30.3,30.4,G
13.2,9.2,9.2,D
17.4,7.3,8.2,J
9.7,9.3,7.7,B
33.8,28.6,28.6,F
9.6,14.1,9.7,E
17.8,9.4,10.4,D
17.5,7.9,11.9,J
10.7,16.7,10.8,E
9.3,13.1,10.8,E
22.7,29.1,30.2,G
19.8,5.2,10.1,J
8.9,16.7,9.3,E
10.5,18.6,8.6,I
9.8,9.4,9.3,B
18.0,31.4,29.3,G
35.2,29.6,29.3,F
16.5,9.0,9.9,J
20.7,30.7,30.1,G
11.1,8.7,11.1,B
9.1,15.9,10.9,E
13.1,9.4,11.0,D
19.1,29.4,29.4,G
11.5,10.0,12.5,B
9.8,13.6,10.0,E
9.8,13.8,9.5,E
10.5,14.6,11.9,E
8.5,10.1,15.2,C
36.4,30.6,29.8,F
25.1,30.4,31.2,G
35.7,30.0,29.4,F
9.6,10.0,9.5,B
19.4,30.7,30.9,G
32.7,30.8,29.0,F
18.1,8.4,10.5,J
9.9,11.5,11.4,B
32.8,29.8,29.6,F
11.2,10.1,9.2,B
10.8,11.6,10.1,B
9.8,14.6,9.8,E
7.8,9.5,19.5,H
10.1,10.8,9.5,B
41.0,29.9,30.3,F
9.7,10.0,11.2,B
10.2,10.9,12.0,B
38.7,31.6,30.1,F
5.2,9.0,16.4,H
10.6,9.5,14.8,C
20.2,29.9,31.1,G
37.2,30.6,29.9,F
21.6,29.6,29.0,G
10.4,8.5,10.0,B
8.9,9.9,15.4,C
9.7,17.1,9.0,I
10.5,11.1,15.9,C
34.1,31.1,30.9,F
18.3,10.0,10.2,J
32.2,29.9,29.7,F
4.0,10.5,17.1,H
33.4,30.6,30.5,F
21.4,29.5,29.5,G
10.2,10.1,15.7,C
10.4,10.3,11.1,B
8.2,18.3,9.1,I
17.5,12.0,11.2,J
10.7,10.6,14.0,C
22.9,29.3,29.2,G
10.1,10.0,9.8,B
3.1,8.8,17.7,H
15.2,10.5,9.2,D
8.3,10.5,17.8,H
12.7,9.0,9.4,B
9.3,9.5,9.2,B
16.9,6.4,9.3,J
10.8,9.2,10.6,B
38.4,27.9,30.5,F
12.0,7.9,11.4,B
9.5,11.1,9.1,B
9.7,8.8,13.7,C
6.1,9.4,16.8,H
8.3,17.0,4.8,I
10.2,11.2,10.9,E
9.9,10.2,12.1,C
10.6,10.4,16.9,C
10.1,17.7,7.0,I
10.0,9.5,17.9,C
10.8,12.0,9.3,B
38.7,30.5,30.6,F
21.2,29.2,28.1,G
8.9,11.0,16.2,C
36.6,30.0,28.0,F
9.6,10.0,9.3,B
18.0,30.8,30.0,G
9.9,8.6,8.4,B
23.1,30.6,30.6,G
37.7,29.4,29.8,F
11.2,17.7,4.0,I
9.5,11.4,10.9,E
33.6,27.5,30.3,F
9.1,8.8,9.3,B
33.4,29.8,30.7,F
16.8,6.5,11.4,J
10.6,10.4,10.4,B
8.6,9.4,14.2,C
21.5,29.7,29.9,G
13.4,11.0,11.0,D
18.4,4.6,10.6,J
20.7,30.2,30.2,G
13.4,8.9,10.2,D
33.4,29.6,29.0,F
12.0,14.0,10.2,E
9.9,11.7,11.0,B
19.4,7.5,9.7,J
15.9,5.6,9.9,J
11.9,16.8,11.0,E
36.1,30.3,30.9,F
12.7,9.9,17.3,C
8.0,9.8,18.8,H
17.6,30.0,31.1,G
32.2,31.0,30.6,F
19.1,8.9,9.6,D
10.6,19.3,7.9,I
9.4,11.1,10.2,B
32.8,29.6,29.1,F
9.9,9.3,10.2,B
9.8,11.2,9.8,B
21.4,29.1,30.2,G
10.0,9.2,15.6,C
11.7,17.7,6.6,I
24.2,29.3,30.4,G
19.4,6.4,11.0,J
21.7,30.5,30.7,G
10.9,8.1,14.2,C
10.5,9.8,15.3,C
33.5,30.9,28.9,F
36.9,29.3,30.1,F
8.4,9.9,19.0,C
9.0,10.2,15.6,C
15.0,11.4,10.1,D
9.5,16.7,12.0,E
37.4,29.4,32.1,F
21.3,30.7,30.2,G
9.4,11.0,15.8,C
